"Company","Product","Category","Type","Certified","URL"
"BECKHOFF Automation","EtherCAT I/O Products, Analog Input, Potentiometer","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/6E965F709BC8457A9E42D9E5D90F83F0.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Analog Input, Power and Energy","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/877521259B624EEBB80940768572A685.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Analog Input, Pressure Measurement","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/D323133C0FA14A368F246650DC594106.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Analog Input, Resistance","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/BC02F4CFA69B4120B6222A77B67B53E8.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Digital Input, Standard Digital","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/A7F1222FC6074F4493DB17B600AD7521.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Analog Input, Temperature","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/A2E223EEE9D64B19A0EF193BD346BC23.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Digital Output, Standard Digital","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/6078999B11C9428C8F679F7508F65D46.htm"
"BECKHOFF Automation","EtherCAT I/O Products, Position Measurement","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/8BC525EC50E34A8AA8E9DDFF7B5E99FB.htm"
"BECKHOFF Automation","EtherCAT I/O Products, System","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/F23743DE859E4355A02F28513D86FB2A.htm"
"Belden Deutschland","LioN-P, Multiprotocol I/O Device","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/7CE83238E0CA4F5796E272BEB38A91FF.htm"
"Beijing HollySys Intelligent Technologies","LT-eIM01","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/92CC6ACF4A9D4894906A59519B3E2BE1.htm"
"Berghof Automation","E I/O - EtherCAT I/O System","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/2722316BBE5E4662B715E1F1CC25C673.htm"
"Bosch Rexroth","ctrlX I/O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/5F294B403817452BB61D77D17730E14A.htm"
"Brunner Elektronik","EtherCAT I/O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4BBABD55EBF34AE581154799039AA896.htm"
"Brunner Elektronik","LC EtherCAT I/O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/ED48E844DBE441479B17AE845D3861B9.htm"
"Bucher Automation","JX3-BN-EC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/551428C2F5664E89A8576D403FAAB3B3.htm"
"burster przisionsmesstechnik","9251 Fieldbus Controller","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E7CDAEB865224EAD9DF8D236B0149D84.htm"
"Carlo Gavazzi (Malta)","NRG Digital Solid State Relays","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/05DCCB69AA6E494DA33752EC1EB94D7D.htm"
"CKD","Remote I/O RT Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/479FC2B42BD74DC3803761E87567E8C7.htm"
"Cosworth Group","EAI32 EtherCAT Precision Analogue Input Module","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/06091330C3CE4FECA1B2B25540DC34C9.htm"
"Cosworth Group","ESG16 EtherCAT Strain Gauge Module","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/012E120E96794693AB4A3C7A2F489337.htm"
"CSM Computer-Systeme-Messtechnik","AD4 IG Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/8085CB623E1445E39DF42D56A5580114.htm"
"CSM Computer-Systeme-Messtechnik","AD4 OE Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E12011CEF5E74E64949631DC217F0074.htm"
"CSM Computer-Systeme-Messtechnik","AD4 OG Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E3D2E04408374A27BE113E507E33CB57.htm"
"CSM Computer-Systeme-Messtechnik","HV AD4 OW Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/6933A1745E474D529D817C7B9276830A.htm"
"CSM Computer-Systeme-Messtechnik","HV AD4 XW Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/88E6D177A1304F5FA2CF4EA616325103.htm"
"CSM Computer-Systeme-Messtechnik","HV BM Split Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/7D85665CF6794BACB81BDC9E112ABFCA.htm"
"CSM Computer-Systeme-Messtechnik","HV Breakout Module Type 1.1","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/C4883F4722A8467F95356B64E4F81663.htm"
"CSM Computer-Systeme-Messtechnik","HV Breakout Module Type 1.2","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/819FDE090BEF4F9B9AD9B857C6B29F11.htm"
"CSM Computer-Systeme-Messtechnik","HV Breakout Module Type 1.2 +S","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4EC103D24B174448B71CC5E4AAF507FD.htm"
"CSM Computer-Systeme-Messtechnik","HV Breakout Module Type 3.1","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/162FE28C6FB442DBA1C28E60F68284E1.htm"
"CSM Computer-Systeme-Messtechnik","HV STG4 Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4D1967DD19BD4698B6BF1E2CC863FEB5.htm"
"CSM Computer-Systeme-Messtechnik","STG6 ECAT MM-Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/BEC0A1BB117F419BA7BEFADBA905D1CB.htm"
"Daudin","iO-GRID NEMO","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/31AF000F314D4556AF3E29A0A5F2A44A.htm"
"Daudin","iO-GRID X","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/BDB94A6C76224BA3905E09E142CD96D2.htm"
"Delta Electronics","Delta EtherCAT Remote Module R1-EC Series","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/AB31C9FAABDB49A4B8125541A0C31E1E.htm"
"DEWESoft","IOLITE - DAQ and Control","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/1471744E4A6442ECA7755C940E928F09.htm"
"DEWESoft","KRYPTON 3xSTG","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/D18312F6415A4C8F948DF127B92E3B1D.htm"
"DEWESoft","KRYPTONi 4xLV, 8xLV","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/B37C1F62BDC343B78E70C4797411564C.htm"
"DEWESoft","KRYPTONi 8xTH, 16xTH","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/9884308151CD415FB18AF543B6F5FA15.htm"
"DEWESoft","KRYPTONi DIO","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/083D2C8EFCF44158A73444EC7E2D2394.htm"
"DEWESoft","SIRIUSe","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/05F26E9545B24780A7864ED5B5450B14.htm"
"E-T-A Elektrotechnische Apparate","Bus controller CPC12","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/02CB9A4B58034508910E5E9CC76B9801.htm"
"Eckelmann","EUBM I/O Family","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/EEF072FD52FB43C0963F1DD601034678.htm"
"ELCO Industry Automation","Spider67 Gateway Module For EtherCAT","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/A1F343DE7EDC4CC8BD8043434FC059CE.htm"
"esd electronics","ECX-DIO8","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/142034E5A7ED44748DC17BFE73B4D397.htm"
"FASTECH","Ezi-IO EtherCAT","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/C3CD7AD870DF4409BDCCB7248B56FC54.htm"
"FASTECH","Ezi-IO EtherCAT AD","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/47D1B3422E574B5B90BD372170D88B71.htm"
"FASTECH","Ezi-IO EtherCAT CNT","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4E9DB5B1EA10419582531B3977DA6538.htm"
"FASTECH","Ezi-IO EtherCAT DA","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/DD75B48D7D7749B284001B508CE09772.htm"
"Festo","Decentralised remote I/O system CPX-AP-I","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/F90F24854DD64F3787CCD151CF267A90.htm"
"Festo","Modular Remote I/O System CPX-E","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/F6A0E81F0792476CBE0C42FD6C6FDC2A.htm"
"Galil Motion Control","RIO-574x0","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/9B5D9E22CC3640F0A53B183F543B88D7.htm"
"Gantner Instruments","Q.bloxx XE","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/9F11F70513094558A001D029A8986B3B.htm"
"Gantner Instruments","Q.brixx XE","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/2A2C8159BF3A4C319E749030F6C71A1C.htm"
"Gantner Instruments","Q.raxx XE","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E24B44CC60B94388AD7DE702D752B458.htm"
"Gantner Instruments","Q.station X","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/39EAA57FF801491E809296DE77178685.htm"
"GEFAZ","EtherCAT Redundancy Island (ERI)","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/28DF7F2C96824E159365CFBDA233CC1D.htm"
"Gefran","GFX4, GFX4-IR, GFXTERMO4","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/136BD341C4A5473D9E78F91023F5CB69.htm"
"Grossenbacher Systeme","CIO: Compact-I/O EtherCAT","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/74A83D99545F4D629A56FD7932A81B22.htm"
"Hivertec","Fast-Speed DIO","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/A60FAE195E474C64886257954F756AC3.htm"
"HMS Industrial Networks","EtherCAT  I/O Module ETCio 100","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/A08675A601984CECA8DE3DC113994931.htm"
"HRK-BRK","Julia-32","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/66738C962C374DDF8859B6873B25AA7A.htm"
"ICOP Technology","QEC-R11CFFG-N","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/A74EF7C9608E401BB40FDBCB23496EF5.htm"
"ICOP Technology","QEC-RXXD Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/ABE28967D7CF4F36BA2BFEAC43A21AAF.htm"
"ICP DAS","ECAT-2000 Analog Input Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/A840112AB5E446329014AB86891F669E.htm"
"ICP DAS","ECAT-2000 Analog Output Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/DF08DC9308274698A91607E4E4832D34.htm"
"ICP DAS","ECAT-2000 Digital I/O Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/D646FDE500004D018BA4E7381E33166D.htm"
"ifm electronic","IO-Link Master - CabinetLine AL1930","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/C8AC3431F9AB4017A857578B96197FD3.htm"
"ifm electronic","IO-Link Master - DataLine AL133x","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/1FFF34EFC3B9428C92AC252A00F9C992.htm"
"Interroll","MultiControl AI / BI","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/327ECF76E9FB4B97B98015FFC6CDC9F7.htm"
"KEB","C6 REMOTE I/O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4E082E47174D4B26B10A650310038558.htm"
"KEBA","KeConnect C2  BL 27x/x","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E150E63D3E2D4E05995523568CE30752.htm"
"KEBA","KeConnect C5 Modular I/O-System","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/AD5B4E48CCB14808918BA66988F22575.htm"
"Kendrion Kuhnke Automation","Kuhnke CIO EtherCAT I/O Modules in IP65","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/D515B0126CC04DF1A8C2042EB2D09878.htm"
"Kendrion Kuhnke Automation","Kuhnke FIO EtherCAT I/O Modules","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/B13CE0A6B4BB4C778BE7B773B05681C4.htm"
"Kendrion Kuhnke Automation","Kuhnke Smart Line Power Heat Controller","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E50B17DBF66F4576B1096E74B8C3554B.htm"
"kk-electronic","GM60 Grid Measurement","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/3D0BBA27A2C04126BC42DF3647C94079.htm"
"kk-electronic","TS60 Turbine Surveillance","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/C765350696204BB4829F5E5D36AD2BEC.htm"
"KNESTEL Technologie & Elektronik","Tailor-made EtherCAT Slaves","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/A4FA21D93B6444C7B0B8AFC00E58182B.htm"
"Kniel System-Electronic","ELUID(S) 60W/EC Linear Regulated Digital Power Supply","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/CF5F49A6E9CB4253A48050C974DFCB94.htm"
"Kniel System-Electronic","EXWUID 20.30/EC Power Supply","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/54AC0DF1E1E44BBB952246F80DDE7E99.htm"
"Kniel System-Electronic","Power supply series VE1PUID/EC and VE3PUID/EC","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/49C4C46C3B7240BC95E2C6C36FF904B7.htm"
"Lenze","I/O system 3000","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4BE46CFD62834C749D8637188C61BBC4.htm"
"Lenze","L-force I/O System 1000","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/C92216A8F04341DB899501894D41CE8D.htm"
"LS ELECTRIC","EtherCAT Adapter (XEL-BSSCT)","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/730E2A4D9CCB494BA25086A1075A7039.htm"
"Ma.Vi.","EtherCAT mvTBI (Terminal Board Intelligenti)","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/04794DF733D8427194291140E16C3D46.htm"
"meastream","fpgaEDGE A2","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/65C307A725BF4A1DBF346D1679C2A647.htm"
"meastream","fpgaEDGE A6","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/CF69BBC2D37243CD8BC20C0A639AA87A.htm"
"Meusburger Deutschland","flexoTEMP PCU NEXT","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/1DF0BCF215764C3682272BBED3AB73E8.htm"
"Meusburger Deutschland","THYPO","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/6AD5D81C893342099E37B7C5832B8462.htm"
"MicroControl","I/O Modules SNAP - EtherCAT","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/81BB35B5FD1A433DAAC4D96120926CD1.htm"
"MicroControl","Modules 19-inch uLAB-series for industrial testing","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/745CE9247D0347FC96C14CF89E65B9F1.htm"
"MG","R8 Series EtherCAT Power/Network Module","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/6E112F29388F41698C4F57B5D69C6DDA.htm"
"MG","R30 Series EtherCAT Network Module","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/B529050D3F2D403AA5AB11F62344D607.htm"
"MKS","MicroNode I/O Compact Networked I/O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/596B83B6548D4E11A53B971DB507AB11.htm"
"MKS","MultiTherm 2000 Modular Temperature Controller","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/B95DDA417A764174951421F8BC862F11.htm"
"Murrelektronik","Cube20S","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/47A3224D107D4D27978B18C25BE1F95D.htm"
"Murrelektronik","Cube67+","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/406B4E1CC67F45B78169BDB2244327DF.htm"
"Murrelektronik","Impact20 Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/D1C869BD580D4C18908AA3ED04C411F6.htm"
"Murrelektronik","Impact67 Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/2D91773DE9254AC2A5DF9A73391FA736.htm"
"NEXCOM International","AXE-9200","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/DDD2AA383FBC4F198CEEBCC06029BA00.htm"
"Nanjing DECOWELL Automation","EX-1100 (EtherCAT adapter)","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/465744A0C7E442A0BA14AC4B703199C2.htm"
"Nanjing DECOWELL Automation","FS series integrated bus IO module","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/7927AD6A13E54DC9A2CFD40BED9B5582.htm"
"Nanjing DECOWELL Automation","FS1 series fast access terminal module","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/F5C624297C184F3694242E5980C0FF94.htm"
"Nanjing Solidot Electronic Technology","XB6S-EC2002","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/CE296A7429334CC9B19D11658C54C02B.htm"
"NINGBO DEGSON TECHNOLOGY","DF20CEC","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4DBB2EEE64C74E7081DC5DD08CF8FD89.htm"
"NUM","NUM CTMG1100 Coupler","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/3E7CB125D5664E2F82C1B662D6E74E13.htm"
"OMRON","GX Series EtherCAT I/O Modules","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/4924BF1317F6416AAAE9BCC411785BA6.htm"
"OMRON","NX Series EtherCAT Coupler Unit NX-ECC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/314D640115E44B58B5E232DABD3AFA15.htm"
"Panasonic","SC-GU3-01","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/4094D009ECC94B2AB21826454BC93535.htm"
"PAIX","NMF-EC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/E11BB2F4C21D41D68B8C1D0BBBBEEAD7.htm"
"Parker Hannifin","PACIO Parker I/O System","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/79BC96B4C09947E6ACA31011E83AC37A.htm"
"Pepperl+Fuchs","Ethernet IO Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/904DC51164C44D24A9BA4A46346C69DF.htm"
"Phoenix Contact","Axioline E","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/D22C666C2E1A425894C37D509D7FFC26.htm"
"Phoenix Contact","Axioline F","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/62FCF58B35CB45B79BBCBCA39D8DABDF.htm"
"Phoenix Contact","CAPAROC PM EC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/519B65432BAE4B14B43903A90AD9C768.htm"
"Phoenix Contact","IL EC BK-PAC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/C500D8BB908E44EBBB8AD7334CFC6992.htm"
"Phoenix Contact Asia-Pacific (Nanjing)","SR-IO BK EC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/B8C0881E079F4B798AF3E72ED81A5B71.htm"
"PRIMA ELECTRO","OPENrio","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/CD16B5DA72DF44199B8C43CC8945AB35.htm"
"SMC Group","Fieldbus Unit EX600","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/31F1AF1BDCED4693BE3EFB51413ED526.htm"
"Protech Systems","SI-Xx08","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/C63D85B0FAC84E12851FFC9557BE1679.htm"
"Sontheim Industrie Elektronik","EC-DIO32","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/464B87F542AB4D67B61E8CC31A18A26D.htm"
"T.P.A. Tecnologie e Prodotti per l'Automazione","TRS-CAT","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/22C0E2CC0EC44AD0ADC9D9AF4AD4AC55.htm"
"T.P.A. Tecnologie e Prodotti per l'Automazione","TRS67-16I","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/6CBC3FA8EF49436EBB130C76F31063F4.htm"
"T.P.A. Tecnologie e Prodotti per l'Automazione","TRS67-8I","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/B741C3020C8B4FD083199EE4CFFD850F.htm"
"T.P.A. Tecnologie e Prodotti per l'Automazione","TRS67-8I-8O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/760F655B32EE40A7AB62691DBD3E6EFD.htm"
"T.P.A. Tecnologie e Prodotti per l'Automazione","TRS67-8O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/36AC8C3BB9694543BEBD684B9214FCE5.htm"
"Taiwan Pulse Motion (TPM)","207-A Series (Analog I/O modules)","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/3C04A4517CF14C58968B01C923831806.htm"
"Taiwan Pulse Motion (TPM)","207-D Series I/O Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/56560BC58F0643B08F37737ACA355617.htm"
"Tianjin Geneuo Technology","GXEC Analog Inputs (IP67)","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/52506D33A35C4C3C8E573E529AC91A8E.htm"
"Tianjin Geneuo Technology","GXEC Digital Inputs/Outputs (IP67)","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/F1F353DEB27C4FF3ADF528F5058ED681.htm"
"Tianjin Geneuo Technology","GXEC20 Digital Input/Output Modules","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/5CA2856A5F6C49A9A94B652B526FA405.htm"
"Tianjin Geneuo Technology","GXCPI-EC","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/0999100C60224B0186647B318150B0F2.htm"
"Trio Motion Technology","EtherCAT Flexslice System","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/0DDA2B3D79E94E75A2A7C9042EEE6EDD.htm"
"TRsystems, Systembereich Unidor","CombiBOX Analog Cbox A","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E0F7EC473A9843EEBF8F5252ACFD4F6B.htm"
"TRsystems, Systembereich Unidor","CombiBOX Digital Cbox D","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/C68F1777478A48F38DF8801248949CBC.htm"
"TRsystems, Systembereich Unidor","EtherCAT Charge Amplifier PSA4","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/3A11249CB62A45B78426DC48EFE2B41B.htm"
"U.I. Lapp","Remote I/O IP67","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E646BDE22E4F4212A9803A29EB1BF62E.htm"
"UNITRO-Fleischmann","EC Analog & Digital I/O","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/6174B632B98B46B399B1BC81610B521C.htm"
"Unitronics","URB-EC1  UniStream Remote IO EtherCAT Adapter","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/5A67D8C7313E4CEE9C6005571117212C.htm"
"ViE Technologies","ViCAT Configurable I/O iD5724-76","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/1D304EB6F7D4442983DF215175F822DC.htm"
"ViE Technologies","ViCAT Remote I/O Series","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/78CC8C15F0BA45BA8012BE9E78F29A9F.htm"
"Yaskawa","System SLIO","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/334DA079CDDF479AA46DA64B31BC559D.htm"
"WAGO","EtherCAT Fieldbus Couplers for WAGO-I/O-System","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/6093F22F0EB04778BDC8B05553B0FD95.htm"
"Watlow","EZ-ZONE RM Modular Temperature and Process Controller","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/609CE33C3CC94B8FB1F43689A526BAC9.htm"
"Watlow","Mini8 Loop Temperature and Process Controller","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/057DE133576F4EEBB33C1918B8EC0A34.htm"
"Weidmller Interface","UR67-MP-HP-8DIDO-12-60M","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/E28B7E02E426456EBDD58C075C4E0FC8.htm"
"Weidmller Interface","UR20-FBC-EC","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/29DF52B34D354B6FB1D86B55B805144F.htm"
"wenglor sensoric","EtherCAT Junctions with PoE","SubDevices","I/O Systems","No","https://www.ethercat.org/en/products/A32BDCA4F9A048CB921FA71DDAE9ADF2.htm"
"Mitsubishi Electric Automation (China)","LR1-ECT","SubDevices","I/O Systems","Yes","https://www.ethercat.org/en/products/620F05208D3B4ED7AB62D2C735773679.htm"
"ACS Motion Control","LCI - Laser Control Interface","SubDevices","Sensors","No","https://www.ethercat.org/en/products/3D925DFDE10B4747BE4DE660BF2252C4.htm"
"Alicat Scientific","CODA Coriolis Mass Flow Meters/Controllers","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/2E445F8DDE7C42CD91BAAB3A5197C9A3.htm"
"Axetris","MFC 2172  Mass Flow Controller","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1C5A480B06FE44928E6A0535E96A9864.htm"
"Balluff","4-channel Industrial RFID EtherCAT Processor","SubDevices","Sensors","No","https://www.ethercat.org/en/products/94E3252B716545EABA7CF9B699E8DE56.htm"
"Balluff","Linear Position Monitoring and Measuring Transducer","SubDevices","Sensors","No","https://www.ethercat.org/en/products/79B923A4A75D44BD9D30212D076585A3.htm"
"Balluff","Profile Style Linear Position Transducer","SubDevices","Sensors","No","https://www.ethercat.org/en/products/82E35A663E0D4EAAB21348642121EB56.htm"
"Baumer Group","Absolute Multiturn Encoder ATD 4B Series","SubDevices","Sensors","No","https://www.ethercat.org/en/products/9DCC778E1F034BBEB75334E2352F6F9B.htm"
"Baumer Group","Absolute Multiturn Encoder GXMMW","SubDevices","Sensors","No","https://www.ethercat.org/en/products/F5A3FE3A6F24423A9245A9FC0592795D.htm"
"Baumer Group","HMG10-B - EtherCAT","SubDevices","Sensors","No","https://www.ethercat.org/en/products/07C80ABA74D64B02ABF07B3CAD89334E.htm"
"Baumer Group","MAGRES EAM580","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/0642A52486804C889CD3346F72B6DE5E.htm"
"Baumer Group","OptoTurn EAL580 Encoder","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/CDE71D342E6641FBA60D342CDF443753.htm"
"BECKHOFF Automation","Position Measurement Terminals","SubDevices","Sensors","No","https://www.ethercat.org/en/products/2CA4C55F89944244A7CBFC2B201ED0F9.htm"
"BEI Sensors","Absolute Multi-Turn Encoder, MHM5 Range","SubDevices","Sensors","No","https://www.ethercat.org/en/products/F6C25435E38942D3BE7B8388228DEDCC.htm"
"Beijing Sevenstar Flow","CS Series Products (MFC)","SubDevices","Sensors","Yes","https://www.ethercat.org/en/products/BE1B5412C2E94C86A34B2473160D2085.htm"
"Bota Systems","LaxONE","SubDevices","Sensors","No","https://www.ethercat.org/en/products/B24CA178E03547B4B50BC0E9575EE24A.htm"
"Bota Systems","Medusa","SubDevices","Sensors","No","https://www.ethercat.org/en/products/0B0A922BD39F4A5F84B2CA1D7FC14CD1.htm"
"Bota Systems","MegaONE","SubDevices","Sensors","No","https://www.ethercat.org/en/products/EDBB2D25DDC04C9C891FCDFBF9E3B2D6.htm"
"Bota Systems","MiniONE Pro","SubDevices","Sensors","No","https://www.ethercat.org/en/products/1B3CA274A9214AA59594D18684E2DF70.htm"
